product_general_id,product_name,product_description,unit,unit_quantity,tags,img,created_at,category_id,category_name,category_description,product_general_id,min_price
75,Su Su Non,Su su non tươi giòn ăn salad,GRAM,500,"su su,củ quả,rau củ",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.194395,7,Củ Quả,Các loại củ và quả tươi,75,425000.0
69,Củ Cải Muối,Củ cải trắng dùng làm dưa muối,KILOGRAM,1,"củ cải,củ quả,rau củ",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.164408,7,Củ Quả,Các loại củ và quả tươi,69,395000.0
15,Tim Gà Tươi,"Tim gà tươi ngon, dai giòn",GRAM,200,"tim gà,lòng gà,nội tạng",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:02.839405,2,Gia Cầm,Các loại thịt gia cầm tươi,15,125000.0
94,Tỏi Lý Sơn,Tỏi Lý Sơn đặc sản thơm cay,GRAM,500,"tỏi,gia vị,rau thơm",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.295077,9,Rau Gia Vị,Các loại rau và củ gia vị,94,520000.0
58,Cải Thìa Tươi,Cải thìa tươi ngọt mát,GRAM,500,"cải thìa,rau xanh,rau ăn lá",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.107752,6,Rau Ăn Lá,Các loại rau xanh ăn lá,58,340000.0
64,Khoai Tây Đà Lạt,Khoai tây Đà Lạt tươi ngon,KILOGRAM,1,"khoai tây,củ quả,rau củ",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.139429,7,Củ Quả,Các loại củ và quả tươi,64,370000.0
77,Xoài Úc,Xoài Úc nhập khẩu to ngọt,KILOGRAM,1,"xoài,trái cây,hoa quả",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.204956,8,Trái Cây,Trái cây tươi trong nước và nhập khẩu,77,435000.0
8,Ức Ngan Phi Lê,"Ức ngan phi lê cao cấp, thịt đỏ thơm",GRAM,500,"ức ngan,phi lê,thịt ngan",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:02.778202,2,Gia Cầm,Các loại thịt gia cầm tươi,8,90000.0
70,Bắp Ngọt Tươi,Bắp ngọt tươi hạt vàng căng mọng,KILOGRAM,1,"bắp ngô,ngô,rau củ",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.171407,7,Củ Quả,Các loại củ và quả tươi,70,400000.0
105,Sả Tôm Tươi,Sả tôm tươi thơm nhẹ,GRAM,300,"sả,gia vị,rau thơm",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.347755,9,Rau Gia Vị,Các loại rau và củ gia vị,105,575000.0
72,Bắp Mỹ Tươi,Bắp Mỹ tươi hạt to ngọt,KILOGRAM,1,"bắp ngô,ngô Mỹ,rau củ",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.179124,7,Củ Quả,Các loại củ và quả tươi,72,410000.0
27,Sườn Cừu Cao Cấp,Sườn cừu cao cấp nướng BBQ,GRAM,500,"sườn cừu,thịt cừu,cừu nướng",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:02.926277,3,Thịt Đỏ,Các loại thịt đỏ tươi,27,185000.0
98,Gừng Non,Gừng non ít cay giòn ngọt,GRAM,300,"gừng,gia vị,rau củ",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.314549,9,Rau Gia Vị,Các loại rau và củ gia vị,98,540000.0
78,Xoài Tượng,Xoài tượng xanh giòn chua ngọt,KILOGRAM,1,"xoài,trái cây,hoa quả",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.208528,8,Trái Cây,Trái cây tươi trong nước và nhập khẩu,78,440000.0
83,Dưa Hấu Ruột Đỏ,Dưa hấu ruột đỏ ngọt tươi,KILOGRAM,1,"dưa hấu,trái cây,hoa quả",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.233813,8,Trái Cây,Trái cây tươi trong nước và nhập khẩu,83,465000.0
28,Xúc Xích Heo Tươi,Xúc xích heo tươi chưa nướng,GRAM,500,"xúc xích,xúc xích heo,lạp xưởng",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:02.934405,3,Thịt Đỏ,Các loại thịt đỏ tươi,28,190000.0
33,Tôm Càng Xanh,Tôm càng xanh tươi sống to,KILOGRAM,1,"tôm càng,tôm tươi,hải sản",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:02.961571,4,Hải Sản,Hải sản tươi sống,33,215000.0
87,Ổi Xanh,Ổi xanh giòn chua nhẹ,KILOGRAM,1,"ổi,trái cây,hoa quả",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.258510,8,Trái Cây,Trái cây tươi trong nước và nhập khẩu,87,485000.0
9,Đùi Ngan Tươi,"Đùi ngan tươi ngon, thịt chắc",GRAM,500,"đùi ngan,thịt ngan,ngan tươi",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:02.786863,2,Gia Cầm,Các loại thịt gia cầm tươi,9,95000.0
39,Mực Lá Tươi,Mực lá tươi sống nhỏ,GRAM,500,"mực lá,mực tươi,hải sản",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:02.992448,4,Hải Sản,Hải sản tươi sống,39,245000.0
60,Cải Thìa Baby,Cải thìa baby non mềm,GRAM,300,"cải thìa,rau xanh,rau ăn lá",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.117810,6,Rau Ăn Lá,Các loại rau xanh ăn lá,60,350000.0
50,Cải Ngọt Baby,Cải ngọt baby non mềm,GRAM,300,"cải ngọt,rau xanh,rau ăn lá",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.062182,6,Rau Ăn Lá,Các loại rau xanh ăn lá,50,300000.0
56,Rau Dền Xanh,Rau dền xanh tươi mát,GRAM,500,"rau dền,rau xanh,rau ăn lá",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.094558,6,Rau Ăn Lá,Các loại rau xanh ăn lá,56,330000.0
55,Rau Dền Đỏ,Rau dền đỏ tươi giàu sắt,GRAM,500,"rau dền,rau đỏ,rau xanh",https://pub-0365edd1781141cdb68675969c7cdb87.r2.dev/5fe95e6c-c064-49c4-8712-1c8f54472502.jpg,2026-05-04 09:34:03.090546,6,Rau Ăn Lá,Các loại rau xanh ăn lá,55,325000.0
